omim,title,prevalence,onset_age,disease_def,synonym
618513,Orphanet: Leber congenital amaurosis,1-9 / 100 000,"Infancy,Neonatal","Leber congenital amaurosis (LCA) is a retinal dystrophy defined by blindness and responses to electrophysiological stimulation (Ganzfeld electroretinogram (ERG)) below threshold, associated with severe visual impairment within the first year of life.",Amaurosis congenita of Leber
613330,Orphanet: Spondylo megaepiphyseal metaphyseal dysplasia,&lt;1 / 1 000 000,"Infancy,Neonatal","Spondylo-megaepiphyseal-metaphyseal dysplasia is a rare, genetic primary bone displasia characterized by disproportionate short stature with short, stiff neck and trunk and relatively long limbs, fingers and toes (which may present flexion contractures), severe vertebral body ossification delay (with frequent kyknodysostosis), markedly enlarged round epiphyses of the long bones, absent ossification of pubic bones and multiple pseudoepiphyses of the short tubular bones in hands and feet. Neurological manifestations resulting from cervical spine instability may be observed.",
613329,Orphanet: Congenital plasminogen activator inhibitor type 1 deficiency,Unknown,"Elderly,Childhood,Adolescent,Adult",A rare hemorrhagic disorder due to a constitutional haemostatic factors defect characterized by premature lysis of hemostatic clots and a moderate bleeding tendency.,Congenital PAI-1 deficiency
613328,Orphanet: Combined immunodeficiency with faciooculoskeletal anomalies,&lt;1 / 1 000 000,Neonatal,"Combined immunodeficiency with faciooculoskeletal anomalies is an extremely rare combined immunodeficiency disorder characterized by primary immunodeficiency manifesting with repeated bacterial, viral and fungal infections, in association with neurological manifestations (hypotonia, cerebellar ataxia, myoclonic seizures), developmental delay, optic atrophy, facial dysmorphism (high forehead, hypoplastic supraorbital ridges, palpebral edema, hypertelorism, flat nasal bridge, broad nasal root and tip, anteverted nares, thin lower lip overlapped by upper lip, square chin) and skeletal anomalies (short metacarpals/metatarsals with cone-shaped epiphyses, osteopenia).",Roifman-Chitayat syndrome
613327,Orphanet: Congenital generalized lipodystrophy,1-9 / 1 000 000,Neonatal,"A rare autosomal recessive form of lipodystrophy characterized by the association of generalized lipoatrophy with acromegaloid features, muscle hypertrophy, insulin resistance, hypertriglyceridemia, and liver steatosis.","BSCL,Berardinelli-Seip congenital lipodystrophy,Berardinelli-Seip syndrome,CGL,Lipoatrophic diabetes"
613325,Orphanet: Familial rhabdoid tumor,&lt;1 / 1 000 000,Childhood,,
613320,"Orphanet: Autosomal recessive spondylometaphyseal dysplasia, MÃ©garbanÃ© type",&lt;1 / 1 000 000,Antenatal,"Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type is a rare, primary bone dysplasia characterized by intrauterine growth retardation, pre- and postnatal disproportionate short stature with short, rhizomelic limbs, facial dysmorphism, a short neck and small thorax. Hypotonia, cardiomegaly and global developmental delay have also been associated. Several radiographic findings have been reported, including ribs with cupped ends, platyspondyly, square iliac bones, horizontal and trident acetabula, hypoplastic ischia, and delayed epiphyseal ossification.",
613319,Orphanet: Distal anoctaminopathy,&lt;1 / 1 000 000,"Adolescent,Adult","Distal anoctaminopathy is a rare, autosomal recessive distal myopathy characterized by early adult-onset, slowly progressive, often asymmetrical, lower limb muscle weakness initially affecting the calves (with relative anterior muscle sparing) and later proximal muscle involvement, as well as highly elevated creatine kinase (CK) serum levels.","MMD3,Miyoshi muscular dystrophy type 3"
613313,Orphanet: Hemochromatosis type 2,&lt;1 / 1 000 000,Childhood,"Hemochromatosis type 2 (juvenile) is the early-onset and most severe form of rare hereditary hemochromatosis (HH; see this term), a group of diseases characterized by excessive tissue iron deposition of genetic origin.",Juvenile hemochromatosis
613312,Orphanet: Autosomal recessive hypophosphatemic rickets,Unknown,"Childhood,Infancy","A rare hereditary renal phosphate-wasting disorder characterized by hypophosphatemia, rickets and/or osteomalacia and slow growth.",ARHR
617572,Orphanet: Familial exudative vitreoretinopathy,Unknown,"Infancy,Neonatal","Familial exudative vitreoretinopathy (FEVR) is a rare hereditary vitreoretinal disorder characterized by abnormal or incomplete vascularization of the peripheral retina leading to variable clinical manifestations ranging from no effects to minor anomalies, or even retinal detachment with blindness.","Criswick-Schepens syndrome,FEVR"
618313,Orphanet: Blackfan Diamond anemia,Unknown,"Infancy,Neonatal,Childhood",Blackfan-Diamond anemia (DBA) is a congenital aregenerative and often macrocytic anemia with erythroblastopenia.,"Aase syndrome,Aase-Smith II syndrome,Congenital PRCA,Congenital hypoplastic anemia, Blackfan-Diamond type,Congenital pure red cell aplasia,Diamond-Blackfan anemia"
618313,Orphanet: Blackfan Diamond anemia,Unknown,"Infancy,Neonatal,Childhood",Blackfan-Diamond anemia (DBA) is a congenital aregenerative and often macrocytic anemia with erythroblastopenia.,"Aase syndrome,Aase-Smith II syndrome,Congenital PRCA,Congenital hypoplastic anemia, Blackfan-Diamond type,Congenital pure red cell aplasia,Diamond-Blackfan anemia"
619174,Orphanet: Autosomal recessive non syndromic sensorineural deafness type DFNB,Unknown,"Infancy,Neonatal",,
613287,Orphanet: Autosomal dominant Charcot Marie Tooth disease type 2N,&lt;1 / 1 000 000,Allages,"A mild form of axonal Charcot-Marie-Tooth disease, a peripheral sensorimotor neuropathy, characterized by distal legs sensory loss and weakness that can be asymmetric. Tendon reflexes are reduced in the knees and absent in ankles. Progression is slow.",CMT2N
618189,Orphanet: Familial isolated dilated cardiomyopathy,1-5 / 10 000,Allages,"A rare familial cardiomyopathy characterized by the dilation of left ventricle and progressively impairing of systolic ventricular function, in the absence of abnormal loading conditions or coronary artery disease sufficient to cause global systolic impairment. The disease may cause heart failure or arrhythmia. The disease is isolated when no additional atypical cardiac or extracardiac manifestations are present.",Familial or idiopathic dilated cardiomyopathy
619174,Orphanet: Autosomal recessive non syndromic sensorineural deafness type DFNB,Unknown,"Infancy,Neonatal",,
613280,Orphanet: Cirrhosis dystonia polycythemia hypermanganesemia syndrome,&lt;1 / 1 000 000,Childhood,"A rare disorder of manganese transport characterized by childhood onset of extrapyramidal movement disorder (including dystonia, tremor, and bradykinesia), liver cirrhosis, polycythemia, and hypermanganesemia. Cases with spastic paraparesis without extrapyramidal dysfunction have also been reported. Cognitive functions are preserved. Brain imaging findings are consistent with deposition of manganese in the basal ganglia, dentate nucleus, brain stem, and anterior pituitary.",
615523,Orphanet: Fuchs endothelial corneal dystrophy,Unknown,Adult,"A disorder that is the most frequent form of posterior corneal dystrophy and is characterized by excrescences on a thickened Descemet membrane (corneal guttae), generalized corneal edema, with gradually decreased visual acuity.","Endoepithelial corneal dystrophy,FECD,Late hereditary endothelial dystrophy"
615523,Orphanet: Fuchs endothelial corneal dystrophy,Unknown,Adult,"A disorder that is the most frequent form of posterior corneal dystrophy and is characterized by excrescences on a thickened Descemet membrane (corneal guttae), generalized corneal edema, with gradually decreased visual acuity.","Endoepithelial corneal dystrophy,FECD,Late hereditary endothelial dystrophy"
615523,Orphanet: Fuchs endothelial corneal dystrophy,Unknown,Adult,"A disorder that is the most frequent form of posterior corneal dystrophy and is characterized by excrescences on a thickened Descemet membrane (corneal guttae), generalized corneal edema, with gradually decreased visual acuity.","Endoepithelial corneal dystrophy,FECD,Late hereditary endothelial dystrophy"
613266,Orphanet: Waardenburg Shah syndrome,&lt;1 / 1 000 000,Neonatal,"Waardenburg-Shah syndrome (WSS), also known as Waardenburg syndrome type 4 (WS4) is characterized by the association of Waardenburg syndrome (sensorineural hearing loss and pigmentary abnormalities) and Hirschsprung disease (aganglionic megacolon).","Shah-Waardenburg syndrome,WS4,Waardenburg syndrome type 4,Waardenburg-Hirschsprung syndrome"
613266,Orphanet: Waardenburg Shah syndrome,&lt;1 / 1 000 000,Neonatal,"Waardenburg-Shah syndrome (WSS), also known as Waardenburg syndrome type 4 (WS4) is characterized by the association of Waardenburg syndrome (sensorineural hearing loss and pigmentary abnormalities) and Hirschsprung disease (aganglionic megacolon).","Shah-Waardenburg syndrome,WS4,Waardenburg syndrome type 4,Waardenburg-Hirschsprung syndrome"
613254,Orphanet: Tuberous sclerosis complex,-,Allages,"A rare neurocutaneous disorder characterized by multisystem hamartomas, most commonly involving the skin, brain, kidneys, lungs, eye, and heart, and associated with neuropsychiatric disorders.","Bourneville syndrome,Tuberous sclerosis"
618189,Orphanet: Familial isolated dilated cardiomyopathy,1-5 / 10 000,Allages,"A rare familial cardiomyopathy characterized by the dilation of left ventricle and progressively impairing of systolic ventricular function, in the absence of abnormal loading conditions or coronary artery disease sufficient to cause global systolic impairment. The disease may cause heart failure or arrhythmia. The disease is isolated when no additional atypical cardiac or extracardiac manifestations are present.",Familial or idiopathic dilated cardiomyopathy
614385,Orphanet: Lynch syndrome,Unknown,Adult,"A rare inherited cancer-predisposing syndrome characterized by predisposition to a wide variety of cancers, including neoplasms of the digestive tract, urinary tract, kidney, endometrium, ovary, brain, and prostate, as well as sebaceous skin tumors, depending on the gene involved. Tumors may occur at any age but often arise in young people. Factors influencing individual tumor risk include sex, age, affected gene, and personal history of cancer.",
614834,Orphanet: Thyrotoxic periodic paralysis,&lt;1 / 1 000 000,Adult,Thyrotoxic periodic paralysis (TPP) is a rare neurological disease characterized by recurrent episodes of paralysis and hypokalemia during a thyrotoxic state.,Thyrotoxic hypokalemic periodic paralysis
619201,Orphanet: Genetic steroid resistant nephrotic syndrome,Unknown,Allages,"A rare, hereditary nephrotic syndrome characterized by proteinuria, hypoalbuminemia, edema, and hyperlipidemia, with an absence of response to an initial trial of corticosteroids (i.e. steroid-resistant nephrotic syndrome; SRNS) and a generally complicated course.","Familial idiopathic steroid-resistant nephrotic syndrome,Genetic SRNS,Hereditary steroid-resistant nephrotic syndrome"
613235,Orphanet: Congenital factor XIII deficiency,&lt;1 / 1 000 000,Allages,Congenital factor XIII deficiency is an inherited bleeding disorder due to reduced levels and activity of factor XIII (FXIII) and characterized by hemorrhagic diathesis frequently associated with spontaneous abortions and defective wound healing. Factor XIII deficiency is one of the most rare coagulation factor deficiencies.,Fibrin-stabilizing factor deficiency
